fecha,PVPC_DEF,PVPC_2_PED_NOC,PVPC_ELEC_NOC,date
2015-10-01 00:00:00+02:00,117.77,69.49,71.88,2015-10-01 00:00:00+02:00
2015-10-01 01:00:00+02:00,117.09,68.21,65.57,2015-10-01 01:00:00+02:00
2015-10-01 02:00:00+02:00,114.59,65.34,62.53,2015-10-01 02:00:00+02:00
2015-10-01 03:00:00+02:00,116.6,66.53,63.4,2015-10-01 03:00:00+02:00
2015-10-01 04:00:00+02:00,122.07,71.03,67.37,2015-10-01 04:00:00+02:00
2015-10-01 05:00:00+02:00,125.31,73.92,70.12,2015-10-01 05:00:00+02:00
2015-10-01 06:00:00+02:00,130.7,79.07,75.17,2015-10-01 06:00:00+02:00
2015-10-01 07:00:00+02:00,135.69,83.89,89.41,2015-10-01 07:00:00+02:00
2015-10-01 08:00:00+02:00,132.19,81.46,86.01,2015-10-01 08:00:00+02:00
2015-10-01 09:00:00+02:00,131.02,80.89,84.91,2015-10-01 09:00:00+02:00
2015-10-01 10:00:00+02:00,130.51,80.32,84.45,2015-10-01 10:00:00+02:00
2015-10-01 11:00:00+02:00,128.74,78.46,82.64,2015-10-01 11:00:00+02:00
2015-10-01 12:00:00+02:00,126.96,76.96,80.9,2015-10-01 12:00:00+02:00
2015-10-01 13:00:00+02:00,124.86,143.69,143.69,2015-10-01 13:00:00+02:00
2015-10-01 14:00:00+02:00,119.25,137.85,137.85,2015-10-01 14:00:00+02:00
2015-10-01 15:00:00+02:00,113.89,132.33,132.33,2015-10-01 15:00:00+02:00
2015-10-01 16:00:00+02:00,113.89,132.39,132.39,2015-10-01 16:00:00+02:00
2015-10-01 17:00:00+02:00,116.19,134.76,134.76,2015-10-01 17:00:00+02:00
2015-10-01 18:00:00+02:00,120.61,139.41,139.41,2015-10-01 18:00:00+02:00
2015-10-01 19:00:00+02:00,131.46,150.53,150.53,2015-10-01 19:00:00+02:00
2015-10-01 20:00:00+02:00,136.3,155.61,155.61,2015-10-01 20:00:00+02:00
2015-10-01 21:00:00+02:00,131.66,150.73,150.73,2015-10-01 21:00:00+02:00
2015-10-01 22:00:00+02:00,119.96,138.55,138.55,2015-10-01 22:00:00+02:00
2015-10-01 23:00:00+02:00,112.72,64.82,66.88,2015-10-01 23:00:00+02:00
2015-10-02 00:00:00+02:00,121.07,72.41,75.17,2015-10-02 00:00:00+02:00
2015-10-02 01:00:00+02:00,122.6,72.96,70.01,2015-10-02 01:00:00+02:00
2015-10-02 02:00:00+02:00,121.04,70.88,67.69,2015-10-02 02:00:00+02:00
2015-10-02 03:00:00+02:00,123.3,72.01,68.33,2015-10-02 03:00:00+02:00
2015-10-02 04:00:00+02:00,121.98,70.5,66.71,2015-10-02 04:00:00+02:00
2015-10-02 05:00:00+02:00,126.7,74.91,70.93,2015-10-02 05:00:00+02:00
2015-10-02 06:00:00+02:00,131.63,79.6,75.46,2015-10-02 06:00:00+02:00
2015-10-02 07:00:00+02:00,134.73,82.76,88.46,2015-10-02 07:00:00+02:00
2015-10-02 08:00:00+02:00,132.19,81.31,86.04,2015-10-02 08:00:00+02:00
2015-10-02 09:00:00+02:00,132.21,81.81,86.13,2015-10-02 09:00:00+02:00
2015-10-02 10:00:00+02:00,130.54,80.19,84.44,2015-10-02 10:00:00+02:00
2015-10-02 11:00:00+02:00,128.12,77.85,82.0,2015-10-02 11:00:00+02:00
2015-10-02 12:00:00+02:00,127.53,77.43,81.45,2015-10-02 12:00:00+02:00
2015-10-02 13:00:00+02:00,124.92,143.75,143.75,2015-10-02 13:00:00+02:00
2015-10-02 14:00:00+02:00,119.55,138.21,138.21,2015-10-02 14:00:00+02:00
2015-10-02 15:00:00+02:00,112.13,130.56,130.56,2015-10-02 15:00:00+02:00
2015-10-02 16:00:00+02:00,108.05,126.53,126.53,2015-10-02 16:00:00+02:00
2015-10-02 17:00:00+02:00,112.72,131.27,131.27,2015-10-02 17:00:00+02:00
2015-10-02 18:00:00+02:00,120.97,139.7,139.7,2015-10-02 18:00:00+02:00
2015-10-02 19:00:00+02:00,129.23,148.22,148.22,2015-10-02 19:00:00+02:00
2015-10-02 20:00:00+02:00,136.78,156.11,156.11,2015-10-02 20:00:00+02:00
2015-10-02 21:00:00+02:00,132.24,151.25,151.25,2015-10-02 21:00:00+02:00
2015-10-02 22:00:00+02:00,121.86,140.4,140.4,2015-10-02 22:00:00+02:00
2015-10-02 23:00:00+02:00,112.77,65.44,67.03,2015-10-02 23:00:00+02:00
2015-10-03 00:00:00+02:00,108.52,61.61,62.81,2015-10-03 00:00:00+02:00
2015-10-03 01:00:00+02:00,105.71,59.02,57.49,2015-10-03 01:00:00+02:00
2015-10-03 02:00:00+02:00,103.8,56.89,55.3,2015-10-03 02:00:00+02:00
2015-10-03 03:00:00+02:00,108.41,59.94,57.54,2015-10-03 03:00:00+02:00
2015-10-03 04:00:00+02:00,108.0,59.22,56.73,2015-10-03 04:00:00+02:00
2015-10-03 05:00:00+02:00,107.91,59.25,56.81,2015-10-03 05:00:00+02:00
2015-10-03 06:00:00+02:00,111.27,62.32,59.68,2015-10-03 06:00:00+02:00
2015-10-03 07:00:00+02:00,113.13,63.66,67.04,2015-10-03 07:00:00+02:00
2015-10-03 08:00:00+02:00,120.57,69.47,74.22,2015-10-03 08:00:00+02:00
2015-10-03 09:00:00+02:00,130.81,79.03,84.45,2015-10-03 09:00:00+02:00
2015-10-03 10:00:00+02:00,130.56,79.08,84.22,2015-10-03 10:00:00+02:00
2015-10-03 11:00:00+02:00,126.48,75.32,80.17,2015-10-03 11:00:00+02:00
2015-10-03 12:00:00+02:00,121.43,71.03,75.24,2015-10-03 12:00:00+02:00
2015-10-03 13:00:00+02:00,116.9,135.66,135.66,2015-10-03 13:00:00+02:00
2015-10-03 14:00:00+02:00,111.78,130.45,130.45,2015-10-03 14:00:00+02:00
2015-10-03 15:00:00+02:00,102.7,121.05,121.05,2015-10-03 15:00:00+02:00
2015-10-03 16:00:00+02:00,101.25,119.64,119.64,2015-10-03 16:00:00+02:00
2015-10-03 17:00:00+02:00,102.8,121.14,121.14,2015-10-03 17:00:00+02:00
2015-10-03 18:00:00+02:00,112.81,131.42,131.42,2015-10-03 18:00:00+02:00
2015-10-03 19:00:00+02:00,125.74,144.82,144.82,2015-10-03 19:00:00+02:00
2015-10-03 20:00:00+02:00,132.96,152.11,152.11,2015-10-03 20:00:00+02:00
2015-10-03 21:00:00+02:00,124.66,143.42,143.42,2015-10-03 21:00:00+02:00
2015-10-03 22:00:00+02:00,115.07,133.52,133.52,2015-10-03 22:00:00+02:00
2015-10-03 23:00:00+02:00,106.4,59.33,60.7,2015-10-03 23:00:00+02:00
2015-10-04 00:00:00+02:00,102.6,55.91,56.94,2015-10-04 00:00:00+02:00
2015-10-04 01:00:00+02:00,101.84,55.15,53.62,2015-10-04 01:00:00+02:00
2015-10-04 02:00:00+02:00,100.45,53.41,51.72,2015-10-04 02:00:00+02:00
2015-10-04 03:00:00+02:00,100.45,53.42,51.73,2015-10-04 03:00:00+02:00
2015-10-04 04:00:00+02:00,98.72,51.69,50.01,2015-10-04 04:00:00+02:00
2015-10-04 05:00:00+02:00,98.23,50.93,49.11,2015-10-04 05:00:00+02:00
2015-10-04 06:00:00+02:00,100.92,52.55,50.26,2015-10-04 06:00:00+02:00
2015-10-04 07:00:00+02:00,104.31,54.87,58.05,2015-10-04 07:00:00+02:00
2015-10-04 08:00:00+02:00,108.71,58.33,62.35,2015-10-04 08:00:00+02:00
2015-10-04 09:00:00+02:00,108.31,58.36,61.99,2015-10-04 09:00:00+02:00
2015-10-04 10:00:00+02:00,103.45,54.58,57.37,2015-10-04 10:00:00+02:00
2015-10-04 11:00:00+02:00,104.15,54.78,57.96,2015-10-04 11:00:00+02:00
2015-10-04 12:00:00+02:00,102.4,53.38,56.25,2015-10-04 12:00:00+02:00
2015-10-04 13:00:00+02:00,98.18,116.75,116.75,2015-10-04 13:00:00+02:00
2015-10-04 14:00:00+02:00,92.56,111.05,111.05,2015-10-04 14:00:00+02:00
2015-10-04 15:00:00+02:00,88.87,107.29,107.29,2015-10-04 15:00:00+02:00
2015-10-04 16:00:00+02:00,86.16,104.54,104.54,2015-10-04 16:00:00+02:00
2015-10-04 17:00:00+02:00,87.45,105.83,105.83,2015-10-04 17:00:00+02:00
2015-10-04 18:00:00+02:00,99.07,117.61,117.61,2015-10-04 18:00:00+02:00
2015-10-04 19:00:00+02:00,110.54,129.51,129.51,2015-10-04 19:00:00+02:00
2015-10-04 20:00:00+02:00,123.84,143.0,143.0,2015-10-04 20:00:00+02:00
2015-10-04 21:00:00+02:00,120.31,139.09,139.09,2015-10-04 21:00:00+02:00
2015-10-04 22:00:00+02:00,105.33,123.79,123.79,2015-10-04 22:00:00+02:00
2015-10-04 23:00:00+02:00,97.78,50.49,51.99,2015-10-04 23:00:00+02:00
2015-10-05 00:00:00+02:00,93.75,46.94,48.05,2015-10-05 00:00:00+02:00
2015-10-05 01:00:00+02:00,92.96,45.35,43.4,2015-10-05 01:00:00+02:00
2015-10-05 02:00:00+02:00,93.39,44.24,41.69,2015-10-05 02:00:00+02:00
2015-10-05 03:00:00+02:00,95.69,45.69,42.81,2015-10-05 03:00:00+02:00
2015-10-05 04:00:00+02:00,95.61,45.47,42.53,2015-10-05 04:00:00+02:00
2015-10-05 05:00:00+02:00,96.66,46.57,43.62,2015-10-05 05:00:00+02:00
2015-10-05 06:00:00+02:00,107.47,56.86,53.55,2015-10-05 06:00:00+02:00
2015-10-05 07:00:00+02:00,114.33,63.63,67.96,2015-10-05 07:00:00+02:00
2015-10-05 08:00:00+02:00,112.64,62.98,66.44,2015-10-05 08:00:00+02:00
2015-10-05 09:00:00+02:00,117.25,67.94,71.21,2015-10-05 09:00:00+02:00
2015-10-05 10:00:00+02:00,116.47,67.02,70.42,2015-10-05 10:00:00+02:00
2015-10-05 11:00:00+02:00,114.35,64.82,68.25,2015-10-05 11:00:00+02:00
2015-10-05 12:00:00+02:00,111.18,61.83,65.04,2015-10-05 12:00:00+02:00
2015-10-05 13:00:00+02:00,109.84,128.55,128.55,2015-10-05 13:00:00+02:00
2015-10-05 14:00:00+02:00,105.28,123.8,123.8,2015-10-05 14:00:00+02:00
2015-10-05 15:00:00+02:00,100.63,119.02,119.02,2015-10-05 15:00:00+02:00
2015-10-05 16:00:00+02:00,101.61,120.01,120.01,2015-10-05 16:00:00+02:00
2015-10-05 17:00:00+02:00,104.37,122.83,122.83,2015-10-05 17:00:00+02:00
2015-10-05 18:00:00+02:00,108.37,126.96,126.96,2015-10-05 18:00:00+02:00
2015-10-05 19:00:00+02:00,116.6,135.53,135.53,2015-10-05 19:00:00+02:00
2015-10-05 20:00:00+02:00,128.87,148.1,148.1,2015-10-05 20:00:00+02:00
2015-10-05 21:00:00+02:00,121.07,139.98,139.98,2015-10-05 21:00:00+02:00
2015-10-05 22:00:00+02:00,102.3,120.75,120.75,2015-10-05 22:00:00+02:00
2015-10-05 23:00:00+02:00,96.27,48.92,50.5,2015-10-05 23:00:00+02:00
2015-10-06 00:00:00+02:00,95.55,47.66,49.65,2015-10-06 00:00:00+02:00
2015-10-06 01:00:00+02:00,93.56,45.19,42.93,2015-10-06 01:00:00+02:00
2015-10-06 02:00:00+02:00,91.39,42.71,40.36,2015-10-06 02:00:00+02:00
2015-10-06 03:00:00+02:00,91.28,42.05,39.49,2015-10-06 03:00:00+02:00
2015-10-06 04:00:00+02:00,88.75,39.08,36.39,2015-10-06 04:00:00+02:00
2015-10-06 05:00:00+02:00,95.3,45.27,42.33,2015-10-06 05:00:00+02:00
2015-10-06 06:00:00+02:00,106.05,55.56,52.34,2015-10-06 06:00:00+02:00
2015-10-06 07:00:00+02:00,114.25,63.38,67.84,2015-10-06 07:00:00+02:00
2015-10-06 08:00:00+02:00,115.32,65.23,69.13,2015-10-06 08:00:00+02:00
2015-10-06 09:00:00+02:00,115.41,65.79,69.25,2015-10-06 09:00:00+02:00
2015-10-06 10:00:00+02:00,115.05,65.44,68.94,2015-10-06 10:00:00+02:00
2015-10-06 11:00:00+02:00,113.55,63.92,67.41,2015-10-06 11:00:00+02:00
2015-10-06 12:00:00+02:00,112.95,63.48,66.86,2015-10-06 12:00:00+02:00
2015-10-06 13:00:00+02:00,110.34,129.05,129.05,2015-10-06 13:00:00+02:00
2015-10-06 14:00:00+02:00,105.57,124.08,124.08,2015-10-06 14:00:00+02:00
2015-10-06 15:00:00+02:00,101.82,120.21,120.21,2015-10-06 15:00:00+02:00
2015-10-06 16:00:00+02:00,103.0,121.45,121.45,2015-10-06 16:00:00+02:00
2015-10-06 17:00:00+02:00,104.92,123.44,123.44,2015-10-06 17:00:00+02:00
2015-10-06 18:00:00+02:00,119.17,137.89,137.89,2015-10-06 18:00:00+02:00
2015-10-06 19:00:00+02:00,132.31,151.39,151.39,2015-10-06 19:00:00+02:00
2015-10-06 20:00:00+02:00,146.41,165.76,165.76,2015-10-06 20:00:00+02:00
2015-10-06 21:00:00+02:00,141.74,160.99,160.99,2015-10-06 21:00:00+02:00
2015-10-06 22:00:00+02:00,126.0,144.63,144.63,2015-10-06 22:00:00+02:00
2015-10-06 23:00:00+02:00,115.94,68.01,70.12,2015-10-06 23:00:00+02:00
2015-10-07 00:00:00+02:00,116.93,68.82,71.06,2015-10-07 00:00:00+02:00
2015-10-07 01:00:00+02:00,118.92,70.14,67.59,2015-10-07 01:00:00+02:00
2015-10-07 02:00:00+02:00,117.25,67.93,65.13,2015-10-07 02:00:00+02:00
2015-10-07 03:00:00+02:00,115.46,65.44,62.38,2015-10-07 03:00:00+02:00
2015-10-07 04:00:00+02:00,122.96,71.88,68.25,2015-10-07 04:00:00+02:00
2015-10-07 05:00:00+02:00,128.08,76.64,72.75,2015-10-07 05:00:00+02:00
2015-10-07 06:00:00+02:00,131.6,80.07,76.13,2015-10-07 06:00:00+02:00
2015-10-07 07:00:00+02:00,135.9,84.17,89.65,2015-10-07 07:00:00+02:00
2015-10-07 08:00:00+02:00,132.38,81.8,86.31,2015-10-07 08:00:00+02:00
2015-10-07 09:00:00+02:00,130.44,80.49,84.43,2015-10-07 09:00:00+02:00
2015-10-07 10:00:00+02:00,131.7,81.55,85.6,2015-10-07 10:00:00+02:00
2015-10-07 11:00:00+02:00,130.23,79.98,84.17,2015-10-07 11:00:00+02:00
2015-10-07 12:00:00+02:00,129.42,79.34,83.31,2015-10-07 12:00:00+02:00
2015-10-07 13:00:00+02:00,128.11,146.96,146.96,2015-10-07 13:00:00+02:00
2015-10-07 14:00:00+02:00,122.82,141.51,141.51,2015-10-07 14:00:00+02:00
2015-10-07 15:00:00+02:00,118.06,136.51,136.51,2015-10-07 15:00:00+02:00
2015-10-07 16:00:00+02:00,117.86,136.38,136.38,2015-10-07 16:00:00+02:00
2015-10-07 17:00:00+02:00,119.05,137.57,137.57,2015-10-07 17:00:00+02:00
2015-10-07 18:00:00+02:00,123.68,142.42,142.42,2015-10-07 18:00:00+02:00
2015-10-07 19:00:00+02:00,130.08,149.14,149.14,2015-10-07 19:00:00+02:00
2015-10-07 20:00:00+02:00,140.07,159.36,159.36,2015-10-07 20:00:00+02:00
2015-10-07 21:00:00+02:00,135.22,154.33,154.33,2015-10-07 21:00:00+02:00
2015-10-07 22:00:00+02:00,121.29,139.89,139.89,2015-10-07 22:00:00+02:00
2015-10-07 23:00:00+02:00,111.14,63.27,65.3,2015-10-07 23:00:00+02:00
2015-10-08 00:00:00+02:00,115.54,67.31,69.65,2015-10-08 00:00:00+02:00
2015-10-08 01:00:00+02:00,111.47,62.72,60.17,2015-10-08 01:00:00+02:00
2015-10-08 02:00:00+02:00,111.56,62.39,59.64,2015-10-08 02:00:00+02:00
2015-10-08 03:00:00+02:00,113.78,63.81,60.75,2015-10-08 03:00:00+02:00
2015-10-08 04:00:00+02:00,116.74,65.94,62.43,2015-10-08 04:00:00+02:00
2015-10-08 05:00:00+02:00,117.22,66.21,62.65,2015-10-08 05:00:00+02:00
2015-10-08 06:00:00+02:00,120.91,69.73,66.12,2015-10-08 06:00:00+02:00
2015-10-08 07:00:00+02:00,129.0,77.51,82.69,2015-10-08 07:00:00+02:00
2015-10-08 08:00:00+02:00,128.53,77.94,82.33,2015-10-08 08:00:00+02:00
2015-10-08 09:00:00+02:00,127.12,77.12,81.0,2015-10-08 09:00:00+02:00
2015-10-08 10:00:00+02:00,128.76,78.62,82.69,2015-10-08 10:00:00+02:00
2015-10-08 11:00:00+02:00,128.77,78.49,82.68,2015-10-08 11:00:00+02:00
2015-10-08 12:00:00+02:00,128.25,78.21,82.2,2015-10-08 12:00:00+02:00
2015-10-08 13:00:00+02:00,126.81,145.65,145.65,2015-10-08 13:00:00+02:00
2015-10-08 14:00:00+02:00,122.99,141.61,141.61,2015-10-08 14:00:00+02:00
2015-10-08 15:00:00+02:00,120.65,139.12,139.12,2015-10-08 15:00:00+02:00
2015-10-08 16:00:00+02:00,121.39,139.92,139.92,2015-10-08 16:00:00+02:00
2015-10-08 17:00:00+02:00,122.26,140.87,140.87,2015-10-08 17:00:00+02:00
2015-10-08 18:00:00+02:00,126.66,145.5,145.5,2015-10-08 18:00:00+02:00
2015-10-08 19:00:00+02:00,136.77,155.89,155.89,2015-10-08 19:00:00+02:00
2015-10-08 20:00:00+02:00,138.2,157.53,157.53,2015-10-08 20:00:00+02:00
2015-10-08 21:00:00+02:00,132.19,151.27,151.27,2015-10-08 21:00:00+02:00
2015-10-08 22:00:00+02:00,120.34,138.94,138.94,2015-10-08 22:00:00+02:00
2015-10-08 23:00:00+02:00,111.9,64.01,66.06,2015-10-08 23:00:00+02:00
2015-10-09 00:00:00+02:00,114.46,65.93,68.54,2015-10-09 00:00:00+02:00
2015-10-09 01:00:00+02:00,112.84,63.51,60.74,2015-10-09 01:00:00+02:00
2015-10-09 02:00:00+02:00,114.13,64.23,61.2,2015-10-09 02:00:00+02:00
2015-10-09 03:00:00+02:00,118.05,67.01,63.47,2015-10-09 03:00:00+02:00
2015-10-09 04:00:00+02:00,119.13,67.79,64.09,2015-10-09 04:00:00+02:00
2015-10-09 05:00:00+02:00,120.65,69.16,65.37,2015-10-09 05:00:00+02:00
2015-10-09 06:00:00+02:00,124.03,72.37,68.47,2015-10-09 06:00:00+02:00
2015-10-09 07:00:00+02:00,132.87,80.99,86.59,2015-10-09 07:00:00+02:00
2015-10-09 08:00:00+02:00,130.6,79.77,84.43,2015-10-09 08:00:00+02:00
2015-10-09 09:00:00+02:00,128.53,78.25,82.43,2015-10-09 09:00:00+02:00
2015-10-09 10:00:00+02:00,129.05,78.75,82.94,2015-10-09 10:00:00+02:00
2015-10-09 11:00:00+02:00,127.7,77.44,81.58,2015-10-09 11:00:00+02:00
2015-10-09 12:00:00+02:00,126.79,76.72,80.71,2015-10-09 12:00:00+02:00
2015-10-09 13:00:00+02:00,124.96,143.79,143.79,2015-10-09 13:00:00+02:00
2015-10-09 14:00:00+02:00,120.73,139.4,139.4,2015-10-09 14:00:00+02:00
2015-10-09 15:00:00+02:00,115.58,134.03,134.03,2015-10-09 15:00:00+02:00
2015-10-09 16:00:00+02:00,116.84,135.36,135.36,2015-10-09 16:00:00+02:00
2015-10-09 17:00:00+02:00,118.29,136.88,136.88,2015-10-09 17:00:00+02:00
2015-10-09 18:00:00+02:00,125.28,144.04,144.04,2015-10-09 18:00:00+02:00
2015-10-09 19:00:00+02:00,130.16,149.16,149.16,2015-10-09 19:00:00+02:00
2015-10-09 20:00:00+02:00,137.37,156.7,156.7,2015-10-09 20:00:00+02:00
2015-10-09 21:00:00+02:00,131.33,150.34,150.34,2015-10-09 21:00:00+02:00
2015-10-09 22:00:00+02:00,122.23,140.77,140.77,2015-10-09 22:00:00+02:00
2015-10-09 23:00:00+02:00,110.86,63.54,65.11,2015-10-09 23:00:00+02:00
2015-10-10 00:00:00+02:00,110.75,63.83,65.04,2015-10-10 00:00:00+02:00
2015-10-10 01:00:00+02:00,107.96,61.27,59.74,2015-10-10 01:00:00+02:00
2015-10-10 02:00:00+02:00,106.52,59.61,58.01,2015-10-10 02:00:00+02:00
2015-10-10 03:00:00+02:00,110.63,62.11,59.67,2015-10-10 03:00:00+02:00
2015-10-10 04:00:00+02:00,109.25,60.43,57.92,2015-10-10 04:00:00+02:00
2015-10-10 05:00:00+02:00,107.87,59.21,56.78,2015-10-10 05:00:00+02:00
2015-10-10 06:00:00+02:00,108.74,59.85,57.26,2015-10-10 06:00:00+02:00
2015-10-10 07:00:00+02:00,111.94,62.51,65.85,2015-10-10 07:00:00+02:00
2015-10-10 08:00:00+02:00,118.13,67.14,71.76,2015-10-10 08:00:00+02:00
2015-10-10 09:00:00+02:00,126.53,74.95,80.15,2015-10-10 09:00:00+02:00
2015-10-10 10:00:00+02:00,123.68,72.51,77.3,2015-10-10 10:00:00+02:00
2015-10-10 11:00:00+02:00,118.19,67.4,71.84,2015-10-10 11:00:00+02:00
2015-10-10 12:00:00+02:00,115.17,65.01,68.94,2015-10-10 12:00:00+02:00
2015-10-10 13:00:00+02:00,112.95,131.68,131.68,2015-10-10 13:00:00+02:00
2015-10-10 14:00:00+02:00,111.09,129.75,129.75,2015-10-10 14:00:00+02:00
2015-10-10 15:00:00+02:00,104.31,122.65,122.65,2015-10-10 15:00:00+02:00
2015-10-10 16:00:00+02:00,103.97,122.37,122.37,2015-10-10 16:00:00+02:00
2015-10-10 17:00:00+02:00,104.76,123.11,123.11,2015-10-10 17:00:00+02:00
2015-10-10 18:00:00+02:00,115.44,134.07,134.07,2015-10-10 18:00:00+02:00
2015-10-10 19:00:00+02:00,123.19,142.25,142.25,2015-10-10 19:00:00+02:00
2015-10-10 20:00:00+02:00,131.68,150.82,150.82,2015-10-10 20:00:00+02:00
2015-10-10 21:00:00+02:00,121.5,140.24,140.24,2015-10-10 21:00:00+02:00
2015-10-10 22:00:00+02:00,111.67,130.1,130.1,2015-10-10 22:00:00+02:00
2015-10-10 23:00:00+02:00,108.57,61.49,62.87,2015-10-10 23:00:00+02:00
2015-10-11 00:00:00+02:00,108.59,61.9,62.93,2015-10-11 00:00:00+02:00
2015-10-11 01:00:00+02:00,104.2,57.51,55.98,2015-10-11 01:00:00+02:00
2015-10-11 02:00:00+02:00,102.08,55.04,53.34,2015-10-11 02:00:00+02:00
2015-10-11 03:00:00+02:00,101.41,54.37,52.68,2015-10-11 03:00:00+02:00
2015-10-11 04:00:00+02:00,101.07,54.03,52.34,2015-10-11 04:00:00+02:00
2015-10-11 05:00:00+02:00,102.25,54.92,53.07,2015-10-11 05:00:00+02:00
2015-10-11 06:00:00+02:00,106.82,58.31,55.94,2015-10-11 06:00:00+02:00
2015-10-11 07:00:00+02:00,111.49,61.8,65.26,2015-10-11 07:00:00+02:00
2015-10-11 08:00:00+02:00,113.0,62.43,66.67,2015-10-11 08:00:00+02:00
2015-10-11 09:00:00+02:00,117.7,67.38,71.42,2015-10-11 09:00:00+02:00
2015-10-11 10:00:00+02:00,116.54,67.31,70.51,2015-10-11 10:00:00+02:00
2015-10-11 11:00:00+02:00,118.34,68.49,72.21,2015-10-11 11:00:00+02:00
2015-10-11 12:00:00+02:00,116.79,67.34,70.7,2015-10-11 12:00:00+02:00
2015-10-11 13:00:00+02:00,115.99,134.69,134.69,2015-10-11 13:00:00+02:00
2015-10-11 14:00:00+02:00,114.69,133.32,133.32,2015-10-11 14:00:00+02:00
2015-10-11 15:00:00+02:00,108.64,127.18,127.18,2015-10-11 15:00:00+02:00
2015-10-11 16:00:00+02:00,105.3,123.77,123.77,2015-10-11 16:00:00+02:00
2015-10-11 17:00:00+02:00,105.98,124.44,124.44,2015-10-11 17:00:00+02:00
2015-10-11 18:00:00+02:00,112.35,130.96,130.96,2015-10-11 18:00:00+02:00
2015-10-11 19:00:00+02:00,125.63,144.77,144.77,2015-10-11 19:00:00+02:00
2015-10-11 20:00:00+02:00,137.01,156.33,156.33,2015-10-11 20:00:00+02:00
2015-10-11 21:00:00+02:00,129.91,148.77,148.77,2015-10-11 21:00:00+02:00
2015-10-11 22:00:00+02:00,120.78,139.31,139.31,2015-10-11 22:00:00+02:00
2015-10-11 23:00:00+02:00,110.26,62.87,64.49,2015-10-11 23:00:00+02:00
2015-10-12 00:00:00+02:00,104.63,57.94,58.97,2015-10-12 00:00:00+02:00
2015-10-12 01:00:00+02:00,100.23,53.54,52.01,2015-10-12 01:00:00+02:00
2015-10-12 02:00:00+02:00,101.13,54.01,52.27,2015-10-12 02:00:00+02:00
2015-10-12 03:00:00+02:00,99.55,52.58,50.89,2015-10-12 03:00:00+02:00
2015-10-12 04:00:00+02:00,99.61,52.64,50.96,2015-10-12 04:00:00+02:00
2015-10-12 05:00:00+02:00,99.51,52.41,50.68,2015-10-12 05:00:00+02:00
2015-10-12 06:00:00+02:00,109.38,60.9,58.53,2015-10-12 06:00:00+02:00
2015-10-12 07:00:00+02:00,118.67,69.24,72.61,2015-10-12 07:00:00+02:00
2015-10-12 08:00:00+02:00,122.39,72.1,76.26,2015-10-12 08:00:00+02:00
2015-10-12 09:00:00+02:00,123.21,73.04,77.11,2015-10-12 09:00:00+02:00
2015-10-12 10:00:00+02:00,115.73,66.88,69.78,2015-10-12 10:00:00+02:00
2015-10-12 11:00:00+02:00,115.1,65.91,69.01,2015-10-12 11:00:00+02:00
2015-10-12 12:00:00+02:00,116.1,66.96,70.04,2015-10-12 12:00:00+02:00
2015-10-12 13:00:00+02:00,116.1,134.74,134.74,2015-10-12 13:00:00+02:00
2015-10-12 14:00:00+02:00,115.21,133.78,133.78,2015-10-12 14:00:00+02:00
2015-10-12 15:00:00+02:00,110.22,128.64,128.64,2015-10-12 15:00:00+02:00
2015-10-12 16:00:00+02:00,109.57,127.99,127.99,2015-10-12 16:00:00+02:00
2015-10-12 17:00:00+02:00,110.69,129.18,129.18,2015-10-12 17:00:00+02:00
2015-10-12 18:00:00+02:00,121.14,139.81,139.81,2015-10-12 18:00:00+02:00
2015-10-12 19:00:00+02:00,131.35,150.41,150.41,2015-10-12 19:00:00+02:00
2015-10-12 20:00:00+02:00,131.03,150.16,150.16,2015-10-12 20:00:00+02:00
2015-10-12 21:00:00+02:00,120.99,139.73,139.73,2015-10-12 21:00:00+02:00
2015-10-12 22:00:00+02:00,109.43,127.79,127.79,2015-10-12 22:00:00+02:00
2015-10-12 23:00:00+02:00,105.27,58.14,59.55,2015-10-12 23:00:00+02:00
2015-10-13 00:00:00+02:00,103.42,55.39,57.54,2015-10-13 00:00:00+02:00
2015-10-13 01:00:00+02:00,104.4,55.77,53.33,2015-10-13 01:00:00+02:00
2015-10-13 02:00:00+02:00,104.7,55.62,53.01,2015-10-13 02:00:00+02:00
2015-10-13 03:00:00+02:00,106.18,56.38,53.45,2015-10-13 03:00:00+02:00
2015-10-13 04:00:00+02:00,108.64,58.04,54.78,2015-10-13 04:00:00+02:00
2015-10-13 05:00:00+02:00,109.63,58.92,55.54,2015-10-13 05:00:00+02:00
2015-10-13 06:00:00+02:00,117.31,66.3,62.74,2015-10-13 06:00:00+02:00
2015-10-13 07:00:00+02:00,127.44,75.96,81.11,2015-10-13 07:00:00+02:00
2015-10-13 08:00:00+02:00,126.11,75.61,79.97,2015-10-13 08:00:00+02:00
2015-10-13 09:00:00+02:00,121.64,71.82,75.5,2015-10-13 09:00:00+02:00
2015-10-13 10:00:00+02:00,121.02,71.21,74.93,2015-10-13 10:00:00+02:00
2015-10-13 11:00:00+02:00,120.34,70.49,74.24,2015-10-13 11:00:00+02:00
2015-10-13 12:00:00+02:00,120.83,71.11,74.77,2015-10-13 12:00:00+02:00
2015-10-13 13:00:00+02:00,119.67,138.45,138.45,2015-10-13 13:00:00+02:00
2015-10-13 14:00:00+02:00,117.29,135.87,135.87,2015-10-13 14:00:00+02:00
